source,cashtag,sentiment score,id,spans,spans__002,spans__003,spans__004,spans__005
"twitter","$TSLA","-0.603","719540951018917888","short the $TSLA","","","",""
"twitter","$IT","-0.295","719872449886744576","shipments slid -9.6% to lowest quarterly total since 2007","dethrones","","",""
"twitter","$FDX","0.449","710232348738985984","Fed cuts rates forecast","Our calls go 100%","","",""
"stocktwits","$LULU","-0.430","12661281","lost revenue","not good","","",""
"stocktwits","$FXE","0.259","36319076","Finding Support","","","",""
"stocktwits","$SPY","0.259","10558966","confirmation is a hold ","bottom looks like","","",""
"stocktwits","$BBRY","0.395","12564320","Sounds like we'll see some green tomorrow","","","",""
"stocktwits","$FPX","0.371","19869247","closed Friday with the RS line in new highs","","","",""
"stocktwits","$DTV","0.645","33351682","Beautiful trend/base","all technicals pointing up","Solid accumulation","Looks good",""
"twitter","$UAL","0.405","719547552874512384","Airplane And Hospitality Industries Set Their Sights On #Cuba","","","",""
"twitter","$AMZN","-0.403","710220671037485056","$AAPL signs up with Google cloud","","","",""
"stocktwits","$APP","-0.250","12992578","heading back down to","Not sure where this goes from here without news","","",""
"twitter","$BIDU","0.337","719533807897047040","over 225 million new Internet users are being added globally every year","","","",""
"twitter","$MAR","0.336","711907079296933888","Unusual call buying","","","",""
"twitter","$AAPL","-0.261","710111209756827648","obby against Judge Garland or they risk losing the case","","","",""
"stocktwits","$UAL","0.290","13253323","probably long","","","",""
"twitter","$SWKS","0.421","709777793798656000","Unusual Call Activity","","","",""
"stocktwits","$CHRM","0.557","26281546","Loooooongggggg base","","","",""
"twitter","$PYPL","0.375","719612962013634560","$PYPL w/ a solid start in #ecommerce checkout","","","",""
"stocktwits","$NUGT","0.280","8820362","want to go this morning","it's about time looking at the chart","","",""
"twitter","$SPY","0.068","709265484953202690","breaking out","","","",""
"twitter","$MU","0.623","708681637572116481","Nobody is recommending the sale of this stock","Big things coming","","",""
"stocktwits","$FB","0.591","25816362","all on a longer-term, technical swing long basis.","","","",""
"stocktwits","$TZA","-0.339","9169048","buying my last round of shorts next week","","","",""
"stocktwits","$AMRN","0.451","11600568","This stock is such a winner","","","",""
"twitter","$GOOG","0.530","719554207280332800","Pivotal upgrades Alphabet ahead of Q1 results","","","",""
"twitter","$WBA","-0.370","719514330182459392","Monday sold","","","",""
"stocktwits","$PLUG","-0.151","22415114","only those with the stomach for high risk are left","","","",""
"stocktwits","$SVXY","0.092","39050233","Men sell $SVXY puts","","","",""
"stocktwits","$TSLA","0.377","16201444","was still up on the screen","","","",""
"stocktwits","$RCON","0.254","9005652","some upside today","If there is catalyst for this guy. It can run","","",""
"stocktwits","$HLF","-0.529","11116406","shorts made a killing last couple days","","","",""
"stocktwits","$OCN","0.421","11379892","Will be looking to add shares if we get a new high breakout","","","",""
"stocktwits","$SPY","-0.035","37380126","atching SPY 60 min STO for a push","","","",""
"twitter","$ADBE","0.619","710557978621968385","#whisperbeat","","","",""
"twitter","$BAMXY","0.399","719524690256138240","BMW entering into ride-share market with i3","","","",""
"twitter","$PM","0.660","708399906990329856","Rally Friday!","#new52weekhighs","p over 31%","",""
"stocktwits","$IBM","0.532","6200985","staying strong","","","",""
"twitter","$TSLA","-0.212","719628052175585280","Can $TSLA roll over yet?","","","",""
"stocktwits","$DDD","-0.501","31794932","Stock Receives Ratings Downgrade Today at Jefferies","","","",""
"stocktwits","$SPY","-0.504","31138946","Looks weak now","Stay Short in SPY till then.","","",""
"stocktwits","$NFLX","-0.597","12246765","small pos, short 180 wkly puts","","","",""
"stocktwits","$GLD","-0.143","8205922","downward trendline","","","",""
"stocktwits","$APKT","-0.353","5493669","isn't cheap","Wake me up when it's in the 20s, then it's worth a look.","","",""
"stocktwits","$PBR","0.432","34182363","they have real assets","","","",""
"stocktwits","$UUP","0.259","36319076","Finding Support","","","",""
"twitter","$NXPI","0.415","710792713709309952","Buy these 3 stocks while there's blood in the streets","","","",""
"twitter","$TSLA","-0.078","719655001878978560","Risky move","","","",""
"twitter","$STX","-0.461","719548346428358656","Great short entry right now","","","",""
"stocktwits","$ICOA","0.267","10698860","Google, Inc. completes acquisition of ICOA","","","",""
"twitter","$WB","0.314","719599977480253440","Stocks Higher In Afternoon Trade","","","",""
"stocktwits","$AXP","0.308","9151159","Looking for continuation with volume increase","","","",""
"twitter","$MSI","0.426","710965451677827073","Top #NetPayoutYields","","","",""
"stocktwits","$AAPL","-0.222","14122182","actively Head & Shoulder in progress","","","",""
"twitter","$TWTR","-0.572","719634125154492416","with personal story sharing declining","will $FB feeds start to look more like $TWTR","","",""
"twitter","$NKE","-0.244","719541888940957696","worst performers","","","",""
"twitter","$TSLA","0.281","710537211318575104","not dipping - testing the 200 day ma","","","",""
"twitter","$AAPL","-0.392","719532075100020736","Bad Apple","","","",""
"stocktwits","$BPGDM","0.000","32370562","","","","",""
"stocktwits","$TLM","0.326","7800016","should reward better on good earnings","","","",""
"twitter","$GWW","-0.105","719878510077038592","daily sales slowing again","","","",""
"stocktwits","$LEAP","0.805","6003051","In play tmrw","","","",""
"twitter","$EXPE","0.454","708355634857529344","Sector Stocks Leading Today","","","",""
"twitter","$YHOO","0.391","719614762112266240","bidding war picks up for the company","","","",""
"stocktwits","$AAPL","-0.303","11708632","is now beaten down, hated","","","",""
"stocktwits","$SFUN","0.452","19639364","China winners","","","",""
"twitter","$HDSI","0.208","719905644648632320","Announces Record #Esports Viewership","","","",""
"stocktwits","$ADBE","0.552","6122618","shares up ~7% after hours","beats by","","",""
"stocktwits","$XLU","0.312","13132243","seriously nothing says strong growth like","well played","","",""
"stocktwits","$HLF","0.311","32725729","Call credit spread","","","",""
"stocktwits","$FB","-0.504","28622523","they are hitting everything in sight.","short it","","",""
"stocktwits","$RSOL","0.738","19344478","bought 3500 shares today!","","","",""
"stocktwits","$LNKD","0.283","29352447","LNKD is great but doesnt the potential side with Fb","","","",""
"stocktwits","$JVA","-0.526","5437050","short somewhere in the high","his thing will b short to $3 soon","","",""
"twitter","$AAPL","-0.398","719640989422387200","#iPhone is really annoying.","","","",""
"twitter","$FB","0.506","719534328061911040","Bought more - Bought $FB at","","","",""
"stocktwits","$PLUG","-0.220","22981215","only a 50% gain from these levels","","","",""
"stocktwits","$GOOG","-0.329","5806487","companies shld be worried about iCloud","","","",""
"stocktwits","$LULU","0.351","8596960","indicators turning up","Bounced off support","","",""
"stocktwits","$SPY","0.183","29932186","US Adds 321K Jobs In November","Unemployment Rate Remains At ","Gold Futures off","",""
"twitter","$AMZN","-0.324","711252950337753088","massive logistics capex result in missed earnings","","","",""
"stocktwits","$AAPL","0.408","23053491","great company","","","",""
"twitter","$AAPL","0.648","710492540529745920","long $AAPL","","","",""
"stocktwits","$VXX","0.483","11143190","on the move up again","","","",""
"stocktwits","$DARA","0.309","34226026","ooks like nice risk/reward for starting to initiate a position","looks like nice risk/reward for starting to initiate a position","","",""
"stocktwits","$UA","0.401","11302969","Favorite Stocks","","","",""
"twitter","$FB","-0.086","719498704994971648","start strong finish weak","","","",""
"twitter","$WFM","0.474","709499794910109696","buy $WFM","","","",""
"stocktwits","$TSLA","-0.277","32648097","Elon Musk Comparision Of $TSLA With $AAPL Does not Go Well","","","",""
"stocktwits","$AMZN","0.482","35618881","run run $AMZN up 4.4% now","","","",""
"twitter","$TSLA","0.329","710127113127530496","Covered Call","","","",""
"stocktwits","$BAC","0.336","7595388","earnings were good","","","",""
"twitter","$MAR","0.384","711750334209593344","tremendous opportunity awaits","","","",""
"twitter","$GG","-0.463","719520125582503936","downgrade","","","",""
"twitter","$FB","-0.373","719524511708770304","$FB and $IBB still weak","","","",""
"stocktwits","$PNC","0.316","7211448","Dividend Hike Green Light","","","",""
"stocktwits","$AAPL","0.239","9894993","guess everyone wants 620","","","",""
"stocktwits","$AIS","0.281","6783339","Good to load up Be confident","","","",""
"twitter","$SAVE","0.388","719605317365936128","long","","","",""
"twitter","$QCOM","0.306","719950370294792192","Aggressive Buy","","","",""
"twitter","$LXK","0.348","719614954500857856","Highest call to put ratio","","","",""
"stocktwits","$HSBC","-0.339","19375545","short","","","",""
"twitter","$TWTR","-0.188","719945914270556160","As for $TWTR, no words.","","","",""
"stocktwits","$AAPL","0.492","35909043","Stream too bullish","you are going against the biggest BILLIONS","","",""
"stocktwits","$RGR","0.121","17577910","nice in an out couple mini trades","","","",""
"twitter","$QCOM","-0.371","708447754347884545","Short 61.8% Retracement","Trendline and Resistance","","",""
"twitter","$TSLA","-0.381","719571599154917376","$TSLA recall","after I cover my short."," that sounds about right","",""
"stocktwits","$FLO","0.627","10602596","breakouts","","","",""
"stocktwits","$KITD","0.436","10716152","Looking for a oversold bounce","","","",""
"stocktwits","$RENN","-0.640","7618801","topping tail","short from here","","",""
"stocktwits","$DBO","-0.563","36060890","NaturalGas Settles At 3-year Low","","","",""
"stocktwits","$OCZ","0.214","8866500","its a decent Co should get bought","Got in at $4.50","","",""
"stocktwits","$BAC","-0.163","14200409","doesn't make any real money","hey barely hang on"," bux it's not worth it","",""
"twitter","$AMZN","0.230","719535349379284992","Long","buying point","","",""
"stocktwits","$AAPL","0.123","13654154","no trade for now","","","",""
"stocktwits","$NFLX","0.166","13321680","support 212.93 no support to 209.45","","","",""
"twitter","$QQQ","0.172","719707515148050432","$AAPL a new long IF 110.61 is broke","","","",""
"twitter","$TSLA","0.474","709458686435942401","Analysts impressed with progress","","","",""
"twitter","$CSCO","0.228","710569120388014081","#offshoring #jobs & #production","","","",""
"stocktwits","$NOC","0.433","5441240","stocks insiders are bullish on","","","",""
"stocktwits","$SPY","-0.258","37450150","Time to stomp on some dreams.","","","",""
"twitter","$BBD","0.432","719720776027353088","Biggest gainers today large caps","","","",""
"stocktwits","$SPY","-0.406","6168800","great short setting up","","","",""
"stocktwits","$ISRG","0.318","6394272","holding up well today","","","",""
"stocktwits","$ETN","0.433","5441240","stocks insiders are bullish on","","","",""
"twitter","$TSLA","-0.866","719570828912754688","$TSLA dump!","","","",""
"twitter","$YGE","0.348","719614954500857856","Highest call to put ratio","","","",""
"stocktwits","$ISR","0.402","21680670","Don't short this stock","","","",""
"stocktwits","$MF","-0.104","5662488","There is massive short squeeze opportunity here","","","",""
"stocktwits","$BRCM","-0.411","15417849","with ex-dividend coming it will fall more","","","",""
"twitter","$ORCL","0.443","710145820939706370","Impressive numbers","","","",""
"stocktwits","$AAPL","0.071","33087415","Micron Shares Pounded On Fears Of Loss Of Business From Apple","","","",""
"twitter","$NOV","-0.317","719652260322476032","Today's losers","","","",""
"stocktwits","$SINA","0.047","6013721","Covered all my $sina shorts","","","",""
"stocktwits","$GRPN","-0.411","5879912","$GRPN might be selling off ahead of $P earnings","","","",""
"stocktwits","$ECOM","0.322","25330712","I am excited about all these plays","","","",""
"twitter","$TSLA","-0.348","719528190532694016","I sold $TSLA","","","",""
"twitter","$CSX","0.441","719947639408603136","I've been picking up railroad stocks for the retirement acct","","","",""
"stocktwits","$HAL","0.511","12248515","LONGS","","","",""
"stocktwits","$AAPL","0.227","5908750","2 retailers whose stocks I own","","","",""
"twitter","$AFOP","-0.463","719520125582503936","downgrade","","","",""
"twitter","$TOL","0.353","719507659741872128","$TOL","Higher","","",""
"stocktwits","$KERX","-0.167","10047371","75k just went through on the ask","","","",""
"twitter","$DAL","-0.575","719699054645612544","Bottom Losses","","","",""
"stocktwits","$GRPN","0.378","7973423","short didnt work out","","","",""
"twitter","$HOLX","0.492","719523482736988160","Best outperformers ranked","","","",""
"twitter","$CARZ","-0.347","719809923098521600","$TSLA is the only 'auto' stock showing a gain year-to-date","","","",""
"stocktwits","$GOOG","0.518","5970567","breakout very likely","","","",""
"stocktwits","$NFLX","0.432","35488607","my buddy bet the bank","","","",""
"stocktwits","$DJIA","-0.559","11781180","all going down","","","",""
"twitter","$YHOO","0.210","719520013573623808","Considering Bid","","","",""
"twitter","$MSFT","-0.274","710902775975165953","Almost an outside day down","","","",""
"stocktwits","$SU","-0.826","34637295","5 Toxic Stocks Raising Red Flags to Sell","","","",""
"stocktwits","$BBRY","0.322","12417343","high risk but could be a sweet ST runner once the jigginess exits","","","",""
"stocktwits","$CLWR","0.192","10776079","is waking up","","","",""
"stocktwits","$XEL","-0.382","29978808","Not Time To Buy","","","",""
"stocktwits","$IWM","0.256","11195606","trying to lead higher here","","","",""
"twitter","$FB","-0.182","710532693939916800","Indices are rallying today","a lot of the 'highly covered companies' are underperforming","","",""
"twitter","$TSLA","-0.331","719500716151181312","So many traders short","","","",""
"stocktwits","$XOM","0.612","9742736","Multi-year stock breakouts","","","",""
"stocktwits","$MITK","-0.260","7853493","fast 56pc dive","","","",""
"twitter","$YHOO","0.112","719494840711569408","resistance breached last week","","","",""
"stocktwits","$AMZN","-0.448","10647567","Fast Money says short ahead of Black Friday","","","",""
"twitter","$TSLA","-0.378","719571627793453056","got to short that even at work you jump in money trade","","","",""
"twitter","$LIT","-0.086","719574528637202432","#Tesla: Great Company, Bad #Stock $TSLA","","","",""
"twitter","$TSLA","0.251","709664093246873602","","","","",""
"twitter","$TSLA","-0.190","719574679002882048","recall model X","","","",""
"twitter","$PYPL","-0.113","719542623279702016","Barclays signs on to Apple Pay","","","",""
"stocktwits","$GDX","0.190","29012822","Could offer support revisit to jump on long bus?","","","",""
"twitter","$TSLA","-0.554","719693052797980672","very tight on the avail stock for shorting","","","",""
"twitter","$TSCO","0.262","719767870650064896","Announces Sale of Partial Stake","","","",""
"twitter","$JD","-0.551","719646699178725376","down 20% in after-hour market","","","",""
"twitter","$FCX","0.376","719720776027353088","Biggest gainers today large caps","","","",""
"stocktwits","$SPY","-0.402","5964148","Big Drop in Hedge Fund Exposure to Market","Even sharks don't trust this market","","",""
"stocktwits","$AAPL","-0.464","10752226","short some","","","",""
"twitter","$SRCL","0.072","719627436447535104","ended the day down","","","",""
"stocktwits","$QCOR","0.705","16391735","2nd raise this year.","ncreases Quarterly Cash Dividend 20 Percent","","",""
"twitter","$PCLN","-0.441","711550922149785601","Getting ready to sell some premiumm","","","",""
"stocktwits","$AHT","-0.516","39047349","Stochastic Overbought","","","",""
"twitter","$KNDI","0.403","719528176096030720","$KNDI China electric car maker. China car sales +7.8%.","","","",""
"twitter","$IWM","0.460","719891468173844480","Looking for a strong bounce","Lunchtime rally coming","","",""
"twitter","$SPY","0.521","719891468173844480","Looking for a strong bounce","Lunchtime rally coming","","",""
"twitter","$CSCO","0.304","708501595718160384","Cisco-Synata deal is a game-changer $CSCO","","","",""
"stocktwits","$SPY","-0.528","5408575","running into cloud bottom","","","",""
"stocktwits","$AAPL","-0.441","14927930","next Q will be a good short","","","",""
"twitter","$BIDU","-0.317","719680445550587904","Reasons for caution about Chinese stocks","","","",""
"stocktwits","$WLB","0.293","23242800","ready to pop!","","","",""
"stocktwits","$SPY","-0.482","32381426","The Baltic Dry Index has only been lower than this 8 days in 30 years","","","",""
"stocktwits","$AMZN","0.434","10712128","Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family","","","",""
"twitter","$MAR","0.419","708680512232001537","working on Cuba deals","","","",""
"twitter","$TSLA","0.230","719571082542329856","Sounds bullish","","","",""
"twitter","$NQ_F","0.174","719707515148050432","$AAPL a new long IF 110.61 is broke","","","",""
"stocktwits","$EGHT","0.308","16645732","giddy up!","","","",""
"stocktwits","$RGR","0.298","10892920","Holy green day batman","luv it when a plan comes together","","",""
"twitter","$TWTR","-0.085","710132133612929024","$TWTR Fck you Bird!","","","",""
"twitter","$AGIO","-0.552","719516771443687424","Sold: $CELG $AGIO","","","",""
"twitter","$ULTK","0.660","708399906990329856","Rally Friday!","#new52weekhighs","p over 31%","",""
"stocktwits","$ATHN","-0.338","23799413","Seems like a good short setup","","","",""
"twitter","$NXPI","0.421","709777793798656000","Unusual Call Activity","","","",""
"stocktwits","$FXY","0.316","28428726","EPS growth is around 12% so far","","","",""
"stocktwits","$XLNX","0.498","29695868","Moved Upper Bollinger Band","","","",""
"stocktwits","$AAPL","-0.660","13078905","breaks major support","","","",""
"twitter","$AMZN","0.326","719582936941649920","Look at that $AMZN > 600","","","",""
"twitter","$POZN","-0.570","719915914120921088","Sold all:","","","",""
"stocktwits","$AGQ","0.398","5581032","up almost 11% now","","","",""
"stocktwits","$BBBY","-0.352","15325202","Bricks and Mortar retailers selling cheaper","+consumer -retailers","","",""
"stocktwits","$AMRN","0.315","7586671","mkt should stableize a little","","","",""
"stocktwits","$ES_F","0.220","6224926","Santa Rally","blow off top","","",""
"twitter","$INTU","0.161","719551456123052032","now a cloud software company. How the company transformed itself","","","",""
"twitter","$NKE","-0.144","719627436447535104","ended the day down","","","",""
"stocktwits","$IBD20","0.371","19869247","closed Friday with the RS line in new highs","","","",""
"twitter","$WDC","-0.421","719606796642594816","still in bear market","","","",""
"stocktwits","$BWLD","-0.532","38571356","bearish engulfing candle","","","",""
"stocktwits","$MSFT","-0.528","14668154","Tomorrow party time for the Bears!!","","","",""
"twitter","$QQQ","0.432","719540388055220224","big $QQQ up day","","","",""
"twitter","$FB","-0.289","710884563254435840","slipping","","","",""
"stocktwits","$NQ","0.376","27332781","the selling days appear exhausted","","","",""
"stocktwits","$TWTR","0.370","36245025","shorts start quietly covering","","","",""
"twitter","$FB","-0.030","719923126226673664","zigzag and reversal scenario","","","",""
"stocktwits","$AAPL","0.553","9155448","AUG 645 calls +550%","","","",""
"stocktwits","$VXX","-0.223","11635675","the parties over","volatility is back","","",""
"stocktwits","$AKS","0.608","37312789","huge buy in all these names","","","",""
"twitter","$AAPL","0.145","711950545821573120","go up 16% on no news","","","",""
"twitter","$FLTX","-0.463","719520125582503936","downgrade","","","",""
"twitter","$VIX","0.068","709265484953202690","breaking out","","","",""
"twitter","$CANF","0.273","719517217247735808","In Play Longs","","","",""
"twitter","$FAST","-0.387","719533440408887296","earning play $fast 47 puts, $vrx 34 puts , $bidu 182.5 puts","","","",""
"stocktwits","$DDD","-0.549","28286313","Sinks to 35","","","",""
"stocktwits","$GALE","0.288","21120878","magically bought at under a dollar","","","",""
"stocktwits","$MA","0.005","5855847","continues to consolidate","","","",""
"stocktwits","$FXI","-0.325","5277098","Stares Into the Abyss","","","",""
"stocktwits","$AMZN","0.227","5908750","2 retailers whose stocks I own","","","",""
"stocktwits","$MWW","0.348","5357035","Covered my small $MWW short","","","",""
"stocktwits","$ABC","0.448","28165236","Found some good bull setups this week","","","",""
"twitter","$SEDG","-0.086","719498704994971648","start strong finish weak","","","",""
"stocktwits","$VPRT","0.501","5631608","raises Q2, FY12 guidance","","","",""
"twitter","$ENDP","0.422","719578962985381888","I'll take the other side of that trade","","","",""
"stocktwits","$QCOR","0.448","11661340","massive recent recovery toward new highs should give the real shareholders encouragement on questcor","","","",""
"stocktwits","$AAPL","-0.207","22612270","Wilful infringement does not go into calculations of patent damages $AAPL","","","",""
"twitter","$DROPB","-0.213","710221245716021248","Report: Apple signs up for Google's cloud","","","",""
"twitter","$DVN","0.454","708355634857529344","Sector Stocks Leading Today","","","",""
"twitter","$UYG","0.322","719888646241955840","First quarter is amazing","","","",""
"twitter","$ABX","0.462","719720776027353088","Biggest gainers today large caps","","","",""
"stocktwits","$BBRY","0.245","21294439","If that's what you want then buy some","","","",""
"stocktwits","$AVNR","0.109","26800005","pushing to 12","","","",""
"stocktwits","$SINA","-0.477","9308332","this is going to end in the red","","","",""
"twitter","$WDC","0.503","719866128546181120","stocks at support w/ high trade quality","","","",""
"twitter","$TSLA","0.165","719595838251626496","issues already priced in","","","",""
"twitter","$GILD","0.216","710141385752649731","may rebound faster","","","",""
"twitter","$TSLA","0.416","710813911994400768","Guess the late traders will be stocking up on $TSLA","","","",""
"stocktwits","$AAPL","-0.304","31803848","near a 3% drop thats a lot","","","",""
"twitter","$AAPL","-0.546","719915914120921088","Sold all:","","","",""
"twitter","$JNJ","0.660","708399906990329856","Rally Friday!","#new52weekhighs","p over 31%","",""
"twitter","$LNKD","0.343","710475186353475585","may be ripe for a #takeover targe","","","",""
"stocktwits","$GERN","0.448","23731009","on watch for everyone on Tuesday night for a serious breakout","","","",""
"stocktwits","$CRZO","-0.420","30827588","With Oil Prices Down further, Oil Stocks Looking Less Cheap","","","",""
"stocktwits","$JDST","-0.516","39047349","Stochastic Overbought","","","",""
"stocktwits","$GOOG","0.261","5408761","betting that $GOOG buys Twitter","","","",""
"twitter","$MHLD","0.348","719614954500857856","Highest call to put ratio","","","",""
"stocktwits","$NYA","-0.559","11781180","all going down","","","",""
"twitter","$CASY","-0.181","719627436447535104","ended the day down","","","",""
"stocktwits","$KRE","0.563","6681686","Breakout in Regional Banking","","","",""
"stocktwits","$SCTY","0.421","36022410","is somewhat tempting on the long side here","","","",""
"stocktwits","$KEG","0.461","30419243","New bullish conversation activity","","","",""
"stocktwits","$V","0.392","5613478","Both look good to me","","","",""
"stocktwits","$NUGT","-0.152","17553855","careful can reverse fast","","","",""
"twitter","$REGN","-0.363","710130465102012417","SHORT","","","",""
"stocktwits","$DNDN","0.281","6783339","Good to load up Be confident","","","",""
"twitter","$MNK","-0.349","710187873492983809","who won't pay anymore","REAL risk","","",""
"stocktwits","$PTBI","0.330","36616915","If positive outcome w/ lung study5/8 we may see a 13D Filing by Soros","","","",""
"twitter","$ARMH","0.372","719905344957222912","Google, IBM, ARM And AMD Begin The Assault On Intel's Server Franchise","","","",""
"twitter","$FB","0.328","719561385961762816","Support here @ 50sma","Good long trade, tight stop","","",""
"twitter","$GOOGL","0.443","710221245716021248","Report: Apple signs up for Google's cloud","","","",""
"stocktwits","$JO","0.300","16344567","get up out of that Bermuda Triangle","plenty of daylight above","","",""
"stocktwits","$NOV","0.422","12767826","Institutions seem to like this class of stocks","","","",""
"twitter","$FB","-0.281","719519346557657088","-0.75% #trading weak","","","",""
"stocktwits","$AAPL","0.367","7795026","Going to be EPIC","","","",""
"stocktwits","$SNE","0.277","6328010","Good thing","$SNE has learnt this and is integrating their devices together with the TV","","",""
"stocktwits","$TLT","0.473","5277169","Still the top dog","","","",""
"twitter","$TSLA","0.447","709378417054117888","stock has 41% upside from here","","","",""
"twitter","$GS","0.529","719535506980265984","Nice day rally!","","","",""
"stocktwits","$LTM","-0.629","11855861","$LTM Selling far from over","a large bearish channel up formed","","",""
"twitter","$YHOO","0.269","711908700634517504","Nice start","","","",""
"twitter","$XAGUSD","0.466","719593062406598656","Closed Buy","","","",""
"twitter","$AXP","-0.389","719530996681568256","Another Sell Rating","","","",""
"stocktwits","$COG","-0.375","12732488","valuation downgraded today","would imagine this will trade red at least for a day","","",""
"twitter","$TSLA","-0.505","719575777990328320","$TSLA short","","","",""
"stocktwits","$TROV","0.267","14324070","$TROV reliably finding cancer mutations","jackpot","","",""
"twitter","$UNFI","-0.463","719520125582503936","downgrade","","","",""
"stocktwits","$ES_F","0.326","5721348","Nice little cup-and-handle shaping up","favours a good day for the index","","",""
"stocktwits","$ZMH","-0.462","7744550","I blew out $ZMH","","","",""
"stocktwits","$JE","0.391","12720972","LOOKS like we are bouncing","Nice volume from 5.77 bottom","","",""
"stocktwits","$BBRY","0.243","35257107","BlackBerry Messenger is second only to Facebook in user loyalty","","","",""
"stocktwits","$YELP","-0.451","10297190","wayyy overvalued right now","May take a short pos","","",""
"stocktwits","$COH","0.527","27984023","Gaining Momentum!","Nice buy signals here! ","Long Over","",""
"twitter","$UEIC","0.419","708433303922204672","Surges On Deal","","","",""
"twitter","$BAC","0.476","710101981482913792","long this morning","","","",""
"stocktwits","$WAC","0.495","10041008","trade continuing very nicely from yesterday","looking very strong here","","",""
"twitter","$TSLA","0.601","719551048193613824","slow-motion disruption of the global auto industry","","","",""
"twitter","$AAPL","-0.267","719609230194380800","BTO three 110 puts @ 1.34","","","",""
"twitter","$AAPL","-0.336","719564077270441984","Apple's iPhone SE: The Sold Out Flop","","","",""
"stocktwits","$XLI","0.320","30619865","Potential intermediate top in an Uptrend","","","",""
"twitter","$NTRI","0.503","719866128546181120","stocks at support w/ high trade quality","","","",""
"stocktwits","$WFT","0.480","5505409","closng higher from here","","","",""
"twitter","$DLTR","-0.343","711693696987635712","short-term forecast is now bearish","","","",""
"stocktwits","$RIMM","0.515","7452091","Take it while you can","","","",""
"stocktwits","$BBRY","0.302","13918378","lets see 14+ today","","","",""
"stocktwits","$OVTI","0.722","17832244","bought CALL OMNIVISION TECH","Should beat earnings","","",""
"twitter","$HPE","0.365","719849703106551808","Pie In The Sky","","","",""
"stocktwits","$EWJ","0.316","28428726","EPS growth is around 12% so far","","","",""
"stocktwits","$FB","-0.403","16095490","Could the pride of social media be gettin ready to fall?","chart rolling over?","","",""
"stocktwits","$MXWL","0.691","26304683","producing a Bullish MACD Xover","","","",""
"twitter","$PYPL","0.146","709483660232171520","no more buys","","","",""
"twitter","$MSFT","0.000","719796218071621632","","","","",""
"stocktwits","$KIOR","-0.302","21820286","Market getting crushed today","","","",""
"twitter","$NBL","0.087","719585607215808512","Today I bought more","","","",""
"twitter","$YHOO","0.252","719861728897474560","bidders line up","","","",""
"stocktwits","$RBCN","0.054","13028004","LED light bulb prices rise in Japan","","","",""
"twitter","$SPY","0.385","719607426757042176","expecting $SPY to close above","","","",""
"twitter","$FAST","-0.352","719911041421824000","down 1.1%","short of expectations","","",""
"twitter","$HRS","-0.464","709779449663721472","Short Setups Looking Nice....Really Nice","","","",""
"stocktwits","$EBAY","0.511","12248515","LONGS","","","",""
"stocktwits","$PLUG","0.467","18998360","notice how the doomsaying bears disappear during the climbs","","","",""
"twitter","$SPX","-0.307","708406053973659649","recessions","declines","","",""
"stocktwits","$AAPL","0.491","33354699","watch is showing serious demand","","","",""
"stocktwits","$CPWR","-0.498","19388705","new 'large player sells'","","","",""
"twitter","$PTX","-0.438","709834259687710720","Biggest Market Losers","","","",""
"twitter","$AAPL","0.428","711199445472284676","Prob a buy if it does","","","",""
"twitter","$GOOGL","-0.480","708668814427348992","and is overbought","","","",""
"stocktwits","$AMRN","-0.081","8870370","put money in $hznp better option","","","",""
"stocktwits","$TSLA","0.526","12803864","sales exceed target","profitability guidance amended upward","","",""
"twitter","$GS","0.087","719844737478496256","Goldman Sachs reiterates conviction buy on","","","",""
"stocktwits","$LVS","-0.442","5466785","red before the bell","","","",""
"twitter","$ALXN","0.327","719925534902370304","stock will hit $170 easily","","","",""
"stocktwits","$VALE","0.316","21382309","Downbeaten stocks may be ripe for buys","","","",""
"stocktwits","$MMM","0.230","38653963","buy safety equipment maker for $2.5 billion","","","",""
"stocktwits","$SPY","-0.297","8186981","weak close","","","",""
"stocktwits","$AMZN","-0.515","5942762","looks like it could be about to fall apart","market not liking ","bad business","",""
"twitter","$GOOG","0.000","719796218071621632","","","","",""
"stocktwits","$ZNGA","0.366","11964100","shorts are getting nervous","","","",""
"twitter","$FB","-0.258","719623634512257024","Facebook has now been down 10 minutes","","","",""
"twitter","$GVP","0.457","719552380224827392","Monday Bulls Are Out!","","","",""
"stocktwits","$CTRP","0.447","34349961","today's top gainers","","","",""
"twitter","$TSLA","-0.424","719581681980686336","Tesla Motors recalls","","","",""
"twitter","$INTC","0.306","719950370294792192","Aggressive Buy","","","",""
"stocktwits","$ORCL","0.258","5422639","mentioned as potential suitee, suitor","","","",""
"twitter","$BLK","-0.093","719533378698100736","We See More Reasons To Be Cautious","","","",""
"stocktwits","$AMRN","-0.317","12365784","Do you really think in 4 weeks they capture 10%? Impossible.","","","",""
"stocktwits","$CPRX","0.228","9649799","Friday was last chance under $2","","","",""
"stocktwits","$AMRN","-0.507","11576301","excellent / factual bear argument","","","",""
"stocktwits","$GDX","-0.501","6148018","Bears Take a Clear Near Term Advantage","","","",""
"stocktwits","$IWM","-0.262","25095014","relative weakness is pretty apparent","","","",""
"stocktwits","$ARNA","-0.020","8579118","Don't think buyout rumor strong enough too be driving this up just yet","","","",""
"stocktwits","$YHOO","0.160","5514207","$YHOO +2.61%","","","",""
